Round,Player,Hashtag,Description,Round Points,Total Points
22,player #20,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should summarize the key points. The disaster happened in 2011 due to the Tōhoku earthquake and resulting tsunami. This caused significant damage",0,3
22,player #10,#FukushimaImpact,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The challenge is to keep it under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant due ",1,2
22,player #13,#FukushimaImpact,"ht, so I need to write a tweet about the Fukushima Nuclear Disaster. First, I should summarize the key points from the provided text. It happened in 2011 due to the Tōhoku earthquake, caused a tsunami that damaged the Daiichi plant. The disaster led ",1,2
22,player #14,#Fukushima50,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the details again to make sure I get the key points across.

The disaster happened in 2011 at the Daiichi plant due to the Tōhoku eart",0,0
22,player #16,#FukushimaWake,so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me see what key points I can include without exceeding 140 characters. The disaster happened in 2011 due to the Tōhoku earthquake and caused a tsun,0,0
22,player #5,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should identify the key points. The disaster happened in 2011 due to the Tōhoku earthquake, caused a tsunami, leading to reactor damage and radio",0,2
22,player #19,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The challenge is to keep it under 140 characters. Let me start by identifying the key points from the text.

The disaster happened in 2011 at the Daiic",0,3
22,player #11,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user has given me a detailed description of the event, so I should extract the key points to include in the tweet.

First, the main event is the 20",0,5
22,player #17,#FukushimaDisaster,"ht, let's tackle this task. The user wants me to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I need to condense the key points into 140 characters.

The disaster happened in 2011 due to the earthquake ",0,6
22,player #9,#FukushimaTragedy,"I need to write a tweet about the Fukushima Nuclear Disaster. Let me see what the key points are. It happened in 2011 due to the Tōhoku earthquake. The earthquake caused a tsunami that damaged the Daiichi plant. The tsunami had waves up to 130 feet, ",0,0
22,player #1,#FukushimaDisaster,"so the task is to write a tweet about the Fukushima Nuclear Disaster. I need to keep it under 140 characters. Let me read the event description again. 

The disaster happened in 2011 due to a massive earthquake and tsunami. It caused a nuclear accide",0,7
23,player #14,#Fukushima50,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the details again to make sure I get the key points across.

The disaster happened in 2011 at the Daiichi plant due to the Tōhoku eart",0,0
23,player #19,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The challenge is to keep it under 140 characters. Let me start by identifying the key points from the text.

The disaster happened in 2011 at the Daiic",0,3
23,player #18,#Fukushima35,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points to fit into a tweet without exceeding 140 characters.

First, the event: Fukushima Nuclear Disaster in 2011 ",0,0
23,player #4,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. The disaster happened in 2011 due to the Tōhoku earthquake, caused a tsunami, damaged the nuclear plant, l",0,5
23,player #7,#Fukushima,"I need to write a tweet about the Fukushima Nuclear Disaster. The event happened in 2011 due to the Tōhoku earthquake and the resulting tsunami. The tsunami caused significant damage to the Daiichi Nuclear Power Plant, leading to the release of radio",0,0
23,player #5,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should identify the key points. The disaster happened in 2011 due to the Tōhoku earthquake, caused a tsunami, leading to reactor damage and radio",0,2
23,player #16,#FukushimaWake,so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me see what key points I can include without exceeding 140 characters. The disaster happened in 2011 due to the Tōhoku earthquake and caused a tsun,0,0
23,player #12,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the event details again to make sure I capture the key points.

The disaster occurred at the Daiichi Nuclear Power Plant in Fukushima,",0,4
23,player #1,#FukushimaDisaster,"so the task is to write a tweet about the Fukushima Nuclear Disaster. I need to keep it under 140 characters. Let me read the event description again. 

The disaster happened in 2011 due to a massive earthquake and tsunami. It caused a nuclear accide",1,8
23,player #15,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi Nuclear Power Plant in Fukushima, Japan. It was caused by the T",1,6
23,player #9,#FukushimaTragedy,"I need to write a tweet about the Fukushima Nuclear Disaster. Let me see what the key points are. It happened in 2011 due to the Tōhoku earthquake. The earthquake caused a tsunami that damaged the Daiichi plant. The tsunami had waves up to 130 feet, ",0,0
23,player #13,#FukushimaImpact,"ht, so I need to write a tweet about the Fukushima Nuclear Disaster. First, I should summarize the key points from the provided text. It happened in 2011 due to the Tōhoku earthquake, caused a tsunami that damaged the Daiichi plant. The disaster led ",0,2
23,player #2,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points to include are the cause (earthquake and tsunami), the impact on the nuclear plant, radioactive discharge into the sea, the exclusion zone,",0,9
23,player #8,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I'll summarize the key points. The disaster happened in 2011 due to the strongest earthquake in Japan's history, causing a tsunami that damaged",0,7
23,player #11,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user has given me a detailed description of the event, so I should extract the key points to include in the tweet.

First, the main event is the 20",0,5
23,player #17,#FukushimaDisaster,"ht, let's tackle this task. The user wants me to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I need to condense the key points into 140 characters.

The disaster happened in 2011 due to the earthquake ",0,6
23,player #3,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points to include are that it was caused by the 2011 Tōhoku earthquake, leading to a tsunami that damaged the Daiichi Nuclear Power Plant. This",0,0
23,player #10,#FukushimaImpact,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The challenge is to keep it under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant due ",0,2
23,player #6,#FukushimaDisaster,"ht, the user wants me to write a tweet about the Fukushima Nuclear Disaster based on the provided event description. Let me first read through the information given.

The event happened in 2011 at the Daiichi plant, caused by the Tōhoku earthquake. T",0,8
23,player #20,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should summarize the key points. The disaster happened in 2011 due to the Tōhoku earthquake and resulting tsunami. This caused significant damage",0,3
24,player #7,#Fukushima,"I need to write a tweet about the Fukushima Nuclear Disaster. The event happened in 2011 due to the Tōhoku earthquake and the resulting tsunami. The tsunami caused significant damage to the Daiichi Nuclear Power Plant, leading to the release of radio",0,0
24,player #18,#Fukushima35,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points to fit into a tweet without exceeding 140 characters.

First, the event: Fukushima Nuclear Disaster in 2011 ",0,0
24,player #16,#FukushimaWake,so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me see what key points I can include without exceeding 140 characters. The disaster happened in 2011 due to the Tōhoku earthquake and caused a tsun,0,0
24,player #6,#FukushimaDisaster,"ht, the user wants me to write a tweet about the Fukushima Nuclear Disaster based on the provided event description. Let me first read through the information given.

The event happened in 2011 at the Daiichi plant, caused by the Tōhoku earthquake. T",0,8
24,player #13,#FukushimaImpact,"ht, so I need to write a tweet about the Fukushima Nuclear Disaster. First, I should summarize the key points from the provided text. It happened in 2011 due to the Tōhoku earthquake, caused a tsunami that damaged the Daiichi plant. The disaster led ",0,2
24,player #20,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should summarize the key points. The disaster happened in 2011 due to the Tōhoku earthquake and resulting tsunami. This caused significant damage",0,3
24,player #1,#FukushimaDisaster,"so the task is to write a tweet about the Fukushima Nuclear Disaster. I need to keep it under 140 characters. Let me read the event description again. 

The disaster happened in 2011 due to a massive earthquake and tsunami. It caused a nuclear accide",0,8
24,player #5,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should identify the key points. The disaster happened in 2011 due to the Tōhoku earthquake, caused a tsunami, leading to reactor damage and radio",0,2
24,player #15,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi Nuclear Power Plant in Fukushima, Japan. It was caused by the T",0,6
24,player #8,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I'll summarize the key points. The disaster happened in 2011 due to the strongest earthquake in Japan's history, causing a tsunami that damaged",0,7
24,player #19,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The challenge is to keep it under 140 characters. Let me start by identifying the key points from the text.

The disaster happened in 2011 at the Daiic",1,4
24,player #2,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points to include are the cause (earthquake and tsunami), the impact on the nuclear plant, radioactive discharge into the sea, the exclusion zone,",1,10
24,player #10,#FukushimaImpact,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The challenge is to keep it under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant due ",0,2
24,player #14,#Fukushima50,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the details again to make sure I get the key points across.

The disaster happened in 2011 at the Daiichi plant due to the Tōhoku eart",0,0
24,player #4,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. The disaster happened in 2011 due to the Tōhoku earthquake, caused a tsunami, damaged the nuclear plant, l",0,5
24,player #17,#FukushimaDisaster,"ht, let's tackle this task. The user wants me to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I need to condense the key points into 140 characters.

The disaster happened in 2011 due to the earthquake ",0,6
24,player #11,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user has given me a detailed description of the event, so I should extract the key points to include in the tweet.

First, the main event is the 20",1,6
24,player #3,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points to include are that it was caused by the 2011 Tōhoku earthquake, leading to a tsunami that damaged the Daiichi Nuclear Power Plant. This",1,1
24,player #9,#FukushimaTragedy,"I need to write a tweet about the Fukushima Nuclear Disaster. Let me see what the key points are. It happened in 2011 due to the Tōhoku earthquake. The earthquake caused a tsunami that damaged the Daiichi plant. The tsunami had waves up to 130 feet, ",0,0
24,player #12,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the event details again to make sure I capture the key points.

The disaster occurred at the Daiichi Nuclear Power Plant in Fukushima,",0,4
25,player #9,#FukushimaTragedy,"I need to write a tweet about the Fukushima Nuclear Disaster. Let me see what the key points are. It happened in 2011 due to the Tōhoku earthquake. The earthquake caused a tsunami that damaged the Daiichi plant. The tsunami had waves up to 130 feet, ",0,0
25,player #13,#FukushimaImpact,"ht, so I need to write a tweet about the Fukushima Nuclear Disaster. First, I should summarize the key points from the provided text. It happened in 2011 due to the Tōhoku earthquake, caused a tsunami that damaged the Daiichi plant. The disaster led ",0,2
25,player #15,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi Nuclear Power Plant in Fukushima, Japan. It was caused by the T",0,6
25,player #16,#FukushimaWake,so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me see what key points I can include without exceeding 140 characters. The disaster happened in 2011 due to the Tōhoku earthquake and caused a tsun,0,0
25,player #14,#Fukushima50,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the details again to make sure I get the key points across.

The disaster happened in 2011 at the Daiichi plant due to the Tōhoku eart",0,0
25,player #12,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the event details again to make sure I capture the key points.

The disaster occurred at the Daiichi Nuclear Power Plant in Fukushima,",0,4
25,player #5,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should identify the key points. The disaster happened in 2011 due to the Tōhoku earthquake, caused a tsunami, leading to reactor damage and radio",0,2
25,player #7,#Fukushima,"I need to write a tweet about the Fukushima Nuclear Disaster. The event happened in 2011 due to the Tōhoku earthquake and the resulting tsunami. The tsunami caused significant damage to the Daiichi Nuclear Power Plant, leading to the release of radio",0,0
25,player #3,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points to include are that it was caused by the 2011 Tōhoku earthquake, leading to a tsunami that damaged the Daiichi Nuclear Power Plant. This",0,1
25,player #10,#FukushimaImpact,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The challenge is to keep it under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant due ",0,2
25,player #19,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The challenge is to keep it under 140 characters. Let me start by identifying the key points from the text.

The disaster happened in 2011 at the Daiic",0,4
25,player #8,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I'll summarize the key points. The disaster happened in 2011 due to the strongest earthquake in Japan's history, causing a tsunami that damaged",0,7
25,player #18,#Fukushima35,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points to fit into a tweet without exceeding 140 characters.

First, the event: Fukushima Nuclear Disaster in 2011 ",0,0
25,player #17,#FukushimaDisaster,"ht, let's tackle this task. The user wants me to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I need to condense the key points into 140 characters.

The disaster happened in 2011 due to the earthquake ",0,6
25,player #2,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points to include are the cause (earthquake and tsunami), the impact on the nuclear plant, radioactive discharge into the sea, the exclusion zone,",1,11
25,player #6,#FukushimaDisaster,"ht, the user wants me to write a tweet about the Fukushima Nuclear Disaster based on the provided event description. Let me first read through the information given.

The event happened in 2011 at the Daiichi plant, caused by the Tōhoku earthquake. T",1,9
25,player #11,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user has given me a detailed description of the event, so I should extract the key points to include in the tweet.

First, the main event is the 20",1,7
25,player #4,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. The disaster happened in 2011 due to the Tōhoku earthquake, caused a tsunami, damaged the nuclear plant, l",1,6
25,player #20,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should summarize the key points. The disaster happened in 2011 due to the Tōhoku earthquake and resulting tsunami. This caused significant damage",0,3
25,player #1,#FukushimaDisaster,"so the task is to write a tweet about the Fukushima Nuclear Disaster. I need to keep it under 140 characters. Let me read the event description again. 

The disaster happened in 2011 due to a massive earthquake and tsunami. It caused a nuclear accide",0,8
26,player #19,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The challenge is to keep it under 140 characters. Let me start by identifying the key points from the text.

The disaster happened in 2011 at the Daiic",0,4
26,player #11,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user has given me a detailed description of the event, so I should extract the key points to include in the tweet.

First, the main event is the 20",0,7
26,player #13,#FukushimaImpact,"ht, so I need to write a tweet about the Fukushima Nuclear Disaster. First, I should summarize the key points from the provided text. It happened in 2011 due to the Tōhoku earthquake, caused a tsunami that damaged the Daiichi plant. The disaster led ",0,2
26,player #7,#Fukushima,"I need to write a tweet about the Fukushima Nuclear Disaster. The event happened in 2011 due to the Tōhoku earthquake and the resulting tsunami. The tsunami caused significant damage to the Daiichi Nuclear Power Plant, leading to the release of radio",0,0
26,player #18,#Fukushima35,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points to fit into a tweet without exceeding 140 characters.

First, the event: Fukushima Nuclear Disaster in 2011 ",0,0
26,player #9,#FukushimaTragedy,"I need to write a tweet about the Fukushima Nuclear Disaster. Let me see what the key points are. It happened in 2011 due to the Tōhoku earthquake. The earthquake caused a tsunami that damaged the Daiichi plant. The tsunami had waves up to 130 feet, ",0,0
26,player #2,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points to include are the cause (earthquake and tsunami), the impact on the nuclear plant, radioactive discharge into the sea, the exclusion zone,",1,12
26,player #15,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi Nuclear Power Plant in Fukushima, Japan. It was caused by the T",1,7
26,player #20,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should summarize the key points. The disaster happened in 2011 due to the Tōhoku earthquake and resulting tsunami. This caused significant damage",1,4
26,player #4,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. The disaster happened in 2011 due to the Tōhoku earthquake, caused a tsunami, damaged the nuclear plant, l",1,7
26,player #12,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the event details again to make sure I capture the key points.

The disaster occurred at the Daiichi Nuclear Power Plant in Fukushima,",0,4
26,player #14,#Fukushima50,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the details again to make sure I get the key points across.

The disaster happened in 2011 at the Daiichi plant due to the Tōhoku eart",0,0
26,player #3,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points to include are that it was caused by the 2011 Tōhoku earthquake, leading to a tsunami that damaged the Daiichi Nuclear Power Plant. This",0,1
26,player #10,#FukushimaImpact,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The challenge is to keep it under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant due ",0,2
26,player #6,#FukushimaDisaster,"ht, the user wants me to write a tweet about the Fukushima Nuclear Disaster based on the provided event description. Let me first read through the information given.

The event happened in 2011 at the Daiichi plant, caused by the Tōhoku earthquake. T",1,10
26,player #17,#FukushimaDisaster,"ht, let's tackle this task. The user wants me to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I need to condense the key points into 140 characters.

The disaster happened in 2011 due to the earthquake ",1,7
26,player #16,#FukushimaWake,so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me see what key points I can include without exceeding 140 characters. The disaster happened in 2011 due to the Tōhoku earthquake and caused a tsun,0,0
26,player #1,#FukushimaDisaster,"so the task is to write a tweet about the Fukushima Nuclear Disaster. I need to keep it under 140 characters. Let me read the event description again. 

The disaster happened in 2011 due to a massive earthquake and tsunami. It caused a nuclear accide",0,8
26,player #5,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should identify the key points. The disaster happened in 2011 due to the Tōhoku earthquake, caused a tsunami, leading to reactor damage and radio",1,3
26,player #8,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I'll summarize the key points. The disaster happened in 2011 due to the strongest earthquake in Japan's history, causing a tsunami that damaged",1,8
27,player #17,#FukushimaDisaster,"ht, let's tackle this task. The user wants me to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I need to condense the key points into 140 characters.

The disaster happened in 2011 due to the earthquake ",0,7
27,player #20,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should summarize the key points. The disaster happened in 2011 due to the Tōhoku earthquake and resulting tsunami. This caused significant damage",0,4
27,player #7,#Fukushima,"I need to write a tweet about the Fukushima Nuclear Disaster. The event happened in 2011 due to the Tōhoku earthquake and the resulting tsunami. The tsunami caused significant damage to the Daiichi Nuclear Power Plant, leading to the release of radio",0,0
27,player #6,#FukushimaDisaster,"ht, the user wants me to write a tweet about the Fukushima Nuclear Disaster based on the provided event description. Let me first read through the information given.

The event happened in 2011 at the Daiichi plant, caused by the Tōhoku earthquake. T",0,10
27,player #3,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points to include are that it was caused by the 2011 Tōhoku earthquake, leading to a tsunami that damaged the Daiichi Nuclear Power Plant. This",1,2
27,player #5,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should identify the key points. The disaster happened in 2011 due to the Tōhoku earthquake, caused a tsunami, leading to reactor damage and radio",1,4
27,player #1,#FukushimaDisaster,"so the task is to write a tweet about the Fukushima Nuclear Disaster. I need to keep it under 140 characters. Let me read the event description again. 

The disaster happened in 2011 due to a massive earthquake and tsunami. It caused a nuclear accide",0,8
27,player #8,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I'll summarize the key points. The disaster happened in 2011 due to the strongest earthquake in Japan's history, causing a tsunami that damaged",0,8
27,player #19,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The challenge is to keep it under 140 characters. Let me start by identifying the key points from the text.

The disaster happened in 2011 at the Daiic",0,4
27,player #9,#FukushimaTragedy,"I need to write a tweet about the Fukushima Nuclear Disaster. Let me see what the key points are. It happened in 2011 due to the Tōhoku earthquake. The earthquake caused a tsunami that damaged the Daiichi plant. The tsunami had waves up to 130 feet, ",0,0
27,player #15,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi Nuclear Power Plant in Fukushima, Japan. It was caused by the T",0,7
27,player #4,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. The disaster happened in 2011 due to the Tōhoku earthquake, caused a tsunami, damaged the nuclear plant, l",0,7
27,player #2,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points to include are the cause (earthquake and tsunami), the impact on the nuclear plant, radioactive discharge into the sea, the exclusion zone,",0,12
27,player #14,#Fukushima50,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the details again to make sure I get the key points across.

The disaster happened in 2011 at the Daiichi plant due to the Tōhoku eart",0,0
27,player #16,#FukushimaWake,so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me see what key points I can include without exceeding 140 characters. The disaster happened in 2011 due to the Tōhoku earthquake and caused a tsun,0,0
27,player #11,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user has given me a detailed description of the event, so I should extract the key points to include in the tweet.

First, the main event is the 20",0,7
27,player #13,#FukushimaImpact,"ht, so I need to write a tweet about the Fukushima Nuclear Disaster. First, I should summarize the key points from the provided text. It happened in 2011 due to the Tōhoku earthquake, caused a tsunami that damaged the Daiichi plant. The disaster led ",0,2
27,player #18,#Fukushima35,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points to fit into a tweet without exceeding 140 characters.

First, the event: Fukushima Nuclear Disaster in 2011 ",0,0
27,player #12,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the event details again to make sure I capture the key points.

The disaster occurred at the Daiichi Nuclear Power Plant in Fukushima,",0,4
27,player #10,#FukushimaImpact,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The challenge is to keep it under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant due ",0,2
28,player #14,#Fukushima50,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the details again to make sure I get the key points across.

The disaster happened in 2011 at the Daiichi plant due to the Tōhoku eart",0,0
28,player #15,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the information provided. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi Nuclear Power Plant in Fukushima, Japan. It was caused by the T",0,7
28,player #4,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points. The disaster happened in 2011 due to the Tōhoku earthquake, caused a tsunami, damaged the nuclear plant, l",0,7
28,player #12,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me read through the event details again to make sure I capture the key points.

The disaster occurred at the Daiichi Nuclear Power Plant in Fukushima,",0,4
28,player #6,#FukushimaDisaster,"ht, the user wants me to write a tweet about the Fukushima Nuclear Disaster based on the provided event description. Let me first read through the information given.

The event happened in 2011 at the Daiichi plant, caused by the Tōhoku earthquake. T",0,10
28,player #7,#Fukushima,"I need to write a tweet about the Fukushima Nuclear Disaster. The event happened in 2011 due to the Tōhoku earthquake and the resulting tsunami. The tsunami caused significant damage to the Daiichi Nuclear Power Plant, leading to the release of radio",0,0
28,player #10,#FukushimaImpact,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The challenge is to keep it under 140 characters. Let me read through the event details again.

The disaster happened in 2011 at the Daiichi plant due ",0,2
28,player #2,#FukushimaDisaster,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The key points to include are the cause (earthquake and tsunami), the impact on the nuclear plant, radioactive discharge into the sea, the exclusion zone,",0,12
28,player #5,#FukushimaLegacy,"I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I should identify the key points. The disaster happened in 2011 due to the Tōhoku earthquake, caused a tsunami, leading to reactor damage and radio",0,4
28,player #19,#FukushimaDisaster,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The challenge is to keep it under 140 characters. Let me start by identifying the key points from the text.

The disaster happened in 2011 at the Daiic",0,4
28,player #18,#Fukushima35,"so I need to write a tweet about the Fukushima Nuclear Disaster. The user provided a detailed description, so I should extract the key points to fit into a tweet without exceeding 140 characters.

First, the event: Fukushima Nuclear Disaster in 2011 ",0,0
28,player #17,#FukushimaDisaster,"ht, let's tackle this task. The user wants me to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I need to condense the key points into 140 characters.

The disaster happened in 2011 due to the earthquake ",0,7
28,player #8,#FukushimaLegacy,"ht, I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. First, I'll summarize the key points. The disaster happened in 2011 due to the strongest earthquake in Japan's history, causing a tsunami that damaged",0,8
28,player #13,#FukushimaImpact,"ht, so I need to write a tweet about the Fukushima Nuclear Disaster. First, I should summarize the key points from the provided text. It happened in 2011 due to the Tōhoku earthquake, caused a tsunami that damaged the Daiichi plant. The disaster led ",0,2
28,player #9,#FukushimaTragedy,"I need to write a tweet about the Fukushima Nuclear Disaster. Let me see what the key points are. It happened in 2011 due to the Tōhoku earthquake. The earthquake caused a tsunami that damaged the Daiichi plant. The tsunami had waves up to 130 feet, ",0,0
28,player #1,#FukushimaDisaster,"so the task is to write a tweet about the Fukushima Nuclear Disaster. I need to keep it under 140 characters. Let me read the event description again. 

The disaster happened in 2011 due to a massive earthquake and tsunami. It caused a nuclear accide",0,8
28,player #16,#FukushimaWake,so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. Let me see what key points I can include without exceeding 140 characters. The disaster happened in 2011 due to the Tōhoku earthquake and caused a tsun,0,0
28,player #11,#FukushimaLegacy,"so I need to write a tweet about the Fukushima Nuclear Disaster based on the provided information. The user has given me a detailed description of the event, so I should extract the key points to include in the tweet.

First, the main event is the 20",0,7
